customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
TC-001844,Male,0,No,No,18,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),94.56,1629.28,Yes
TC-001845,Female,0,Yes,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.23,980.11,No
TC-001846,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),94.69,3091.73,Yes
TC-001847,Female,1,No,No,21,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,71.84,1484.28,No
TC-001848,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.66,2298.76,No
TC-001849,Male,0,No,No,23,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,73.29,1676.41,Yes
TC-001850,Female,1,Yes,Yes,0,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.84,95.84,Yes
TC-001851,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.27,401.69,No
TC-001852,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),79.8,4331.52,No
TC-001853,Female,0,Yes,Yes,50,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.36,3689.88,No
TC-001854,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.52,2801.38,No
TC-001855,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),110.07,1362.95,Yes
TC-001856,Female,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.0,95.0,No
TC-001857,Male,0,Yes,No,41,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.29,3262.36,No
TC-001858,Male,0,No,Yes,38,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,70.63,2692.11,Yes
TC-001859,Male,0,Yes,Yes,41,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,43.05,1829.3,No
TC-001860,Male,0,No,No,59,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,62.84,3708.26,No
TC-001861,Female,0,Yes,Yes,9,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,64.02,560.27,No
TC-001862,Female,0,No,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.32,893.2,No
TC-001863,Male,0,No,No,7,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),61.75,530.51,No
TC-001864,Female,0,Yes,No,26,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.89,2212.04,Yes
TC-001865,Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.41,2358.14,No
TC-001866,Female,1,Yes,Yes,5,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,61.62,389.36,Yes
TC-001867,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.58,1049.37,No
TC-001868,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,102.87,4943.99,No
TC-001869,Male,0,No,Yes,10,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,87.64,962.03,No
TC-001870,Female,1,No,No,48,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),96.71,4678.22,No
TC-001871,Male,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,71.26,377.79,No
TC-001872,Male,0,Yes,No,43,Yes,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,76.02,3244.11,No
TC-001873,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,110.74,4748.41,No
TC-001874,Female,0,Yes,Yes,5,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.89,481.67,Yes
TC-001875,Female,0,No,No,3,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.84,233.96,No
TC-001876,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.34,90.34,No
TC-001877,Male,0,Yes,No,1,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,82.8,86.89,No
TC-001878,Female,0,No,Yes,2,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,65.8,212.8,No
TC-001879,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),99.93,114.09,No
TC-001880,Male,0,No,No,34,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,103.96,3516.37,No
TC-001881,Female,0,No,No,39,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,114.06,4311.34,No
TC-001882,Female,0,No,No,23,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.8,1493.05,No
TC-001883,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.61,976.19,No
TC-001884,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.3,133.78,Yes
TC-001885,Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,120.0,6536.14,No
TC-001886,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),107.85,4863.17,Yes
TC-001887,Female,1,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,83.1,116.07,No
TC-001888,Female,0,Yes,No,41,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.37,3096.06,No
TC-001889,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,95.55,966.87,No
TC-001890,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,39.36,137.82,No
TC-001891,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),74.86,4343.09,No
TC-001892,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),70.2,78.01,No
TC-001893,Male,0,Yes,Yes,66,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,94.07,6282.62,No
TC-001894,Male,0,No,Yes,10,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.51,876.31,Yes
TC-001895,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.59,2567.52,No
TC-001896,Male,0,No,No,50,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.05,3777.43,Yes
TC-001897,Female,0,Yes,No,60,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.6,5095.31,No
TC-001898,Male,1,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.14,226.65,No
TC-001899,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,108.64,3291.29,No
TC-001900,Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),90.48,2443.69,Yes
TC-001901,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.47,1629.41,No
TC-001902,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.67,996.01,No
TC-001903,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.53,415.86,Yes
TC-001904,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.53,2433.89,No
TC-001905,Male,0,Yes,No,44,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,70.04,3066.88,No
TC-001906,Female,0,No,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.52,885.85,No
TC-001907,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.45,1994.65,No
TC-001908,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.64,358.48,Yes
TC-001909,Female,1,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.68,5983.85,Yes
TC-001910,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),108.16,2338.34,Yes
TC-001911,Female,0,No,No,57,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),83.69,4703.38,No
TC-001912,Female,0,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,108.75,4578.22,No
TC-001913,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,86.56,2592.54,Yes
TC-001914,Female,1,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),72.71,5244.39,No
TC-001915,Female,0,No,Yes,37,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,78.97,2849.9,No
TC-001916,Female,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.52,4712.65,No
TC-001917,Female,0,Yes,No,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.03,5381.44,No
TC-001918,Female,0,No,Yes,6,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),61.56,398.76,No
TC-001919,Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.8,3583.28,Yes
TC-001920,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,98.53,4227.11,No
TC-001921,Male,1,No,No,10,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),86.32,866.65,No
TC-001922,Male,0,No,Yes,5,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.67,380.59,No
TC-001923,Female,0,No,No,8,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,114.35,903.14,No
TC-001924,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.78,162.44,No
TC-001925,Female,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,90.85,3353.39,No
TC-001926,Male,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,98.08,2880.01,No
TC-001927,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.36,1905.8,No
TC-001928,Male,1,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),80.39,805.68,No
TC-001929,Female,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),97.65,125.37,No
TC-001930,Male,0,Yes,No,53,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.64,4739.56,No
TC-001931,Female,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,58.21,2740.1,No
TC-001932,Female,0,No,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),65.2,461.31,Yes
TC-001933,Male,0,No,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.26,897.22,No
TC-001934,Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.5,2295.16,No
TC-001935,Male,0,No,No,56,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.37,4881.13,No
TC-001936,Female,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.56,1805.28,No
TC-001937,Male,1,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.12,1298.35,No
TC-001938,Female,1,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.04,1132.71,No
TC-001939,Female,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.6,411.34,No
TC-001940,Male,0,No,No,37,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,40.91,1612.36,No
TC-001941,Male,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.35,1808.77,No
TC-001942,Female,0,No,No,27,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,71.2,1959.4,No
TC-001943,Female,0,No,Yes,7,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,67.76,402.52,No
TC-001944,Female,0,No,No,4,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),80.24,304.44,No
TC-001945,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.01,104.29,No
TC-001946,Female,0,No,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.13,1936.66,No
TC-001947,Male,0,Yes,No,35,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),77.86,2719.77,No
TC-001948,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,95.14,139.79,No
TC-001949,Female,0,No,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,69.68,86.16,No
TC-001950,Male,0,No,No,37,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,64.1,2344.66,No
TC-001951,Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,110.34,3898.6,No
TC-001952,Male,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.82,4111.73,No
TC-001953,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,84.85,131.97,No
TC-001954,Female,0,No,No,72,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.2,4571.21,No
TC-001955,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),83.51,265.11,No
TC-001956,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.71,574.84,No
TC-001957,Female,1,No,Yes,8,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,101.03,881.97,No
TC-001958,Male,0,Yes,No,8,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),72.28,576.88,No
TC-001959,Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,93.33,5075.37,No
TC-001960,Male,1,Yes,No,21,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),48.7,995.48,No
TC-001961,Female,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),85.75,3697.39,Yes
TC-001962,Male,1,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.02,2034.56,Yes
TC-001963,Female,1,Yes,No,60,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.36,4662.86,No
TC-001964,Female,1,No,No,58,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),98.25,5756.97,No
TC-001965,Male,0,Yes,No,33,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,64.9,2211.01,No
TC-001966,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.77,1330.89,No
TC-001967,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.62,1594.81,No
TC-001968,Female,0,No,No,25,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,78.55,2027.98,Yes
TC-001969,Male,0,No,No,45,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,69.29,3165.88,No
TC-001970,Male,0,Yes,No,60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,79.1,4754.5,No
TC-001971,Male,0,Yes,No,53,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),67.94,3612.7,No
TC-001972,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),80.44,603.51,No
TC-001973,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),103.82,583.83,Yes
TC-001974,Female,0,Yes,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.66,1303.27,Yes
TC-001975,Female,0,Yes,No,46,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),78.24,3570.49,No
TC-001976,Male,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.09,1705.67,No
TC-001977,Male,0,No,Yes,23,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,1923.12,No
TC-001978,Male,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),68.97,330.09,Yes
TC-001979,Male,0,No,Yes,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,105.6,1903.35,Yes
TC-001980,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.35,1535.13,No
TC-001981,Male,0,Yes,Yes,9,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.71,710.4,No
TC-001982,Female,0,Yes,Yes,14,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,59.59,845.71,No
TC-001983,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.31,803.82,No
TC-001984,Male,1,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,36.6,914.86,No
TC-001985,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),106.96,1189.0,No
TC-001986,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.07,1875.45,Yes
TC-001987,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),36.15,36.15,No
TC-001988,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.47,1028.72,No
TC-001989,Male,0,No,No,61,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),84.98,5195.18,No
TC-001990,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,91.33,2897.88,No
TC-001991,Female,0,Yes,Yes,12,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,85.65,940.28,No
TC-001992,Male,0,Yes,Yes,50,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),90.42,4568.82,Yes
TC-001993,Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.49,864.68,No
TC-001994,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.53,331.63,Yes
TC-001995,Male,0,Yes,No,60,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),81.62,4904.54,No
TC-001996,Male,1,No,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,101.6,4816.67,No
TC-001997,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),120.0,32.87,No
TC-001998,Male,0,No,No,10,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.38,853.33,Yes
TC-001999,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.3,3004.02,No
TC-002000,Male,0,No,No,39,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,64.77,2510.93,No
TC-002001,Male,0,Yes,No,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.87,73.87,No
TC-002002,Female,0,Yes,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.97,361.29,No
TC-002003,Female,0,No,No,57,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.08,5241.71,No
TC-002004,Female,0,Yes,No,1,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.21,107.99,No
TC-002005,Female,0,Yes,Yes,1,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,79.52,23.86,No
TC-002006,Male,0,No,No,49,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,93.61,4603.67,Yes
TC-002007,Female,1,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,85.5,2385.01,No
TC-002008,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,53.23,65.99,Yes
TC-002009,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.7,255.33,No
TC-002010,Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,88.06,3991.06,No
TC-002011,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,96.63,3601.25,No
TC-002012,Male,1,No,No,63,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,91.06,5712.92,No
TC-002013,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),87.63,2948.72,No
TC-002014,Female,0,Yes,No,47,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,62.7,3024.22,No
TC-002015,Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,119.67,4830.53,No
TC-002016,Female,0,No,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.43,1596.65,No
TC-002017,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,100.7,1389.5,No
TC-002018,Female,0,Yes,Yes,28,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.5,1965.3,No
TC-002019,Male,0,No,No,44,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.5,3281.35,No
TC-002020,Female,1,Yes,No,60,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.1,5165.71,Yes
TC-002021,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,105.44,124.27,Yes
TC-002022,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,95.5,3036.02,Yes
TC-002023,Female,0,No,Yes,46,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),67.48,3075.55,No
